period_minutes,mean_power,n_nights,power_smooth
165.64102564102564,0.08669024925717929,440,0.10815131475998413
91.99999999999999,0.08483939139604167,11,0.0895631893393438
21.25925925925926,0.004655314651266609,3,0.004688549706764866
