period_minutes,mean_power,n_nights,power_smooth
10,7.155826632372617e-4,1129,0.0012719934987155236
10.002980625931446,1.0298911271367578e-4,1,0.00127103453045865
10.002989536621824,0.001640478512284106,3,0.001271031672875273
10.003091190108194,8.793966445653652e-6,1,0.0012709990773770985
10.00597014925373,3.4022855318972296e-4,10,0.0012700789229372843
10.005988023952098,0.001788855510432046,6,0.0012700732280009855
10.006191950464396,4.16872986936364e-4,3,0.00127000827213745
10.008941877794337,6.962536470419207e-4,11,0.0012691351831424266
10.008968609865473,0.0011166661402761578,27,0.0012691267217350393
10.008995502248876,0.002058071348550645,1,0.0012691182100878304
10.009273570324575,0.002388419940666999,5,0.0012690302289858242
10.009302325581395,0.002250621782364013,15,0.0012690211338640476
10.010434782608696,0.007693161118274697,1,0.0012686634031932663
10.011940298507463,3.8095698028319295e-4,3,0.001268189213594521
10.011976047904191,4.360729915678923e-4,1,0.001268177972906874
10.012422360248447,0.001058327680803963,3,0.0012680377139699481
10.014947683109119,5.88656929990436e-4,608,0.0012672467216658578
10.014992503748125,7.394086317632084e-4,1,0.0012672327229842223
10.015037593984962,0.0014437821100437222,1,0.0012672186415159277
10.015082956259425,1.3665952930312018e-4,1,0.001267204476524636
10.015313935681473,9.656666137515242e-4,1,0.001267132372331076
10.015360983102918,0.0017248197919982869,1,0.0012671176902390986
10.015408320493066,6.564835064141999e-4,2,0.0012671029192171189
10.01550387596899,5.851632282643263e-4,440,0.0012670731071326006
10.015552099533437,0.004746434293490638,1,0.0012670580644199634
10.01560062402496,5.473087245399332e-4,1,0.0012670429294768268
10.015748031496063,1.0111572399728232e-4,1,0.0012669969627062366
10.015797788309635,5.945002936303276e-4,1,0.0012669814502298342
10.015898251192368,6.196015352598978e-4,1,0.0012669501346029906
10.015948963317385,1.4430790436710102e-4,1,0.0012669343296319315
10.016051364365971,0.0016773689297879693,1,0.0012669024207369612
10.016155088852988,1.1197639389725309e-4,1,0.0012668701069175274
10.016313213703098,0.001169604709067776,1,0.001266820859938438
10.016474464579902,0.0032298206408385524,1,0.0012667706573682434
10.017452006980802,7.721164966257864e-4,3,0.0012664667059599643
10.01763668430335,4.417029173095333e-5,1,0.0012664093584423709
10.017889087656531,8.982729168132041e-4,1,0.0012663310186266953
10.017910447761194,1.7190727837809562e-4,1,0.0012663243910167664
10.017953321364454,4.5987484307484993e-4,1,0.0012663110891640871
10.017964071856289,0.0017868549529562344,3,0.0012663077539458653
10.018575851393189,2.3407141449338822e-5,1,0.0012661180893537732
10.020926756352766,4.5959926351898126e-4,10,0.0012653916930885575
10.020989505247377,9.059359788699297e-4,6,0.0012653723575050875
10.021052631578947,6.894225718106591e-4,3,0.0012653529083948706
10.021705426356588,1.3998151384959809e-4,3,0.0012651519468540593
10.023880597014925,5.394647239322853e-4,11,0.0012644844755335509
10.023952095808385,0.001335610110995337,27,0.0012644625916306406
10.024024024024023,0.004919347789239318,1,0.001264440579900423
10.024767801857585,0.0022742001569557363,5,0.0012642131785093364
10.024844720496894,0.0019878441940944284,15,0.0012641896836096986
10.026905829596414,0.0010232893958381506,3,0.00126356165642397
10.026986506746626,0.001183625861225761,1,0.001263537134255506
10.027874564459932,0.00474493092353434,1,0.0012632675062457697
10.027993779160186,0.0015322436933109555,3,0.0012632313528374744
10.029940119760479,5.073701586786995e-4,608,0.001262642506473879
10.03003003003003,8.298572251260188e-4,1,0.0012626153690666975
10.03012048192771,0.0017524005105855514,1,0.0012625880738907492
10.030211480362537,2.0545078150393937e-4,1,0.0012625606195680813
10.030674846625768,1.60787842327e-4,1,0.0012624209113874887
10.03076923076923,0.0011210099901569914,1,0.0012623924723309532
10.030864197530864,9.167389282080478e-5,2,0.0012623638640186544
10.031055900621118,5.646984932779948e-4,440,0.001262306133555445
10.031152647975079,0.001707882678549444,1,0.0012622770083234396
10.031249999999998,3.4847100797366686e-4,1,0.0012622477076729359
10.031545741324923,1.4241330618068612e-4,1,0.0012621587372420881
10.031645569620252,3.9591912379780994e-5,1,0.0012621287188522067
10.03184713375796,8.252311908745115e-4,1,0.0012620681297386
10.031948881789138,1.2876642617273902e-4,1,0.0012620375556221016
10.032154340836014,3.000370590546692e-4,1,0.0012619758396307842
10.032362459546926,1.7929227326801537e-4,1,0.001261913354859513
10.03267973856209,0.0014199477593253896,1,0.001261818154572624
10.03288490284006,1.136672489297789e-4,1,0.0012617566320929276
10.032983508245879,0.0010701550267537628,3,0.0012617270738405535
10.033003300330032,0.003339893531946468,1,0.001261721141726454
10.034108527131785,7.424306256684129e-5,1,0.001261390316800648
10.034965034965035,4.643862085277515e-4,3,0.0012611345287051143
10.035335689045937,6.572394960953345e-4,1,0.001261023995604834
10.03584229390681,0.002108670745006213,1,0.0012608730761476897
10.035928143712574,4.245985993890959e-4,10,0.0012608475189882567
10.035971223021583,1.149445688670822e-4,1,0.0012608346963878313
10.036036036036036,5.810040581850764e-4,6,0.00126081540717706
10.037267080745341,4.1465688241148544e-5,3,0.0012604495907751726
10.038863976083707,4.046950421899338e-4,11,0.0012599766405162601
10.038980509745128,0.0015268448492313663,27,0.001259942196865311
10.039097744360902,0.003330605750207054,1,0.0012599075556376494
10.04031007751938,0.0012823257916886183,5,0.0012595498925982544
10.040435458786936,0.00248476512146354,15,0.0012595129613432686
10.041916167664672,0.0011162376187600447,3,0.0012590776496864547
10.042042042042041,0.0016318610350976046,1,0.0012590407149295423
10.043613707165107,0.0015932582939846454,3,0.0012585804835680123
10.044977511244378,6.58208141026622e-4,608,0.0012581825239348552
10.045112781954886,0.0011258959361722773,1,0.0012581431228923874
10.04524886877828,0.0012522879538903596,1,0.001258103497086926
10.045375218150088,0.006572493949899021,1,0.0012580667182647057
10.04538577912254,5.816404824441853e-4,1,0.0012580636445964177
10.046082949308756,3.5605456520090373e-4,1,0.0012578609130462848
