ID,period_minutes,mean_power,power_smooth,peak_idx
102,10,8.030450820682568e-4,0.001079143865208606,FALSE
102,10.00597014925373,7.250172581199944e-5,0.00107753214912925,FALSE
102,10.005988023952098,0.0016059878020731283,0.0010775273594760826,FALSE
102,10.008941877794337,6.443306885484218e-4,0.0010767387957062691,FALSE
102,10.008968609865473,3.903155098130953e-4,0.001076731686003009,FALSE
102,10.008995502248876,0.002058071348550645,0.0010767245341465632,FALSE
102,10.009273570324575,0.0016651676127650238,0.0010766506121748882,FALSE
102,10.009302325581395,0.0039649081685936465,0.001076642970800366,FALSE
102,10.012422360248447,0.0022679998201062274,0.0010758171547256864,FALSE
102,10.014947683109119,5.943047462952382e-4,0.0010751535349734311,FALSE
102,10.015082956259425,1.3665952930312018e-4,0.0010751181079943176,FALSE
102,10.015313935681473,9.656666137515242e-4,0.0010750576447242977,FALSE
102,10.01550387596899,7.127260320216339e-4,0.0010750079511027935,FALSE
102,10.020926756352766,1.7178925516163427e-4,0.001073599412881789,FALSE
102,10.020989505247377,7.003240437355204e-4,0.001073583230332083,FALSE
102,10.021052631578947,2.039985489233929e-4,0.0010735669531194176,FALSE
102,10.023880597014925,6.085136134022394e-4,0.0010728405122498493,FALSE
102,10.023952095808385,4.748486714360148e-4,0.0010728222156657248,FALSE
102,10.024024024024023,0.004919347789239318,0.0010728038126694057,FALSE
102,10.024767801857585,3.485542226996824e-4,0.0010726137199433055,FALSE
102,10.024844720496894,0.003690853966978049,0.0010725940825668202,FALSE
102,10.027993779160186,0.0038566798623805745,0.0010717935521045783,FALSE
102,10.029940119760479,5.129520034200309e-4,0.0010713021143694181,FALSE
102,10.030211480362537,2.0545078150393937e-4,0.001071233800859862,FALSE
102,10.030674846625768,1.60787842327e-4,0.0010711172659850707,FALSE
102,10.031055900621118,5.957987069027979e-4,0.0010710215410242303,FALSE
102,10.035928143712574,1.8923221179737796e-4,0.001069806230815721,FALSE
102,10.036036036036036,5.502392932270922e-4,0.001069779500355711,FALSE
102,10.038863976083707,3.981757383658784e-4,0.0010690816846797495,FALSE
102,10.038980509745128,6.524255390596245e-4,0.0010690530452896524,FALSE
102,10.039097744360902,0.003330605750207054,0.0010690242429145004,FALSE
102,10.04031007751938,3.5039681878708793e-4,0.0010687269411031612,FALSE
102,10.040435458786936,0.004442262168012689,0.0010686962505387979,FALSE
102,10.043613707165107,0.004228078596432514,0.0010679218444958594,FALSE
102,10.044977511244378,7.179890497140657e-4,0.0010675916432442767,FALSE
102,10.04538577912254,5.816404824441853e-4,0.0010674930398005846,FALSE
102,10.046082949308756,3.5605456520090373e-4,0.001067324923234963,FALSE
102,10.046656298600311,7.599432999107951e-4,0.0010671869122835494,FALSE
102,10.050974512743627,1.60305530537204e-4,0.0010661546491225727,FALSE
102,10.051127819548872,7.969513971987147e-4,0.0010661182343057137,FALSE
102,10.052910052910054,0.0016095206930539024,0.0010656960752264174,FALSE
102,10.053892215568863,2.601328500780326e-4,0.0010654643531445127,FALSE
102,10.054054054054054,5.523136846089152e-4,0.0010654262335172565,FALSE
102,10.05421686746988,0.0027388111523306176,0.0010653879022424395,FALSE
102,10.05586592178771,0.0014593713193946046,0.0010650006813040114,FALSE
102,10.055900621118012,6.809929002521071e-4,0.0010649925533091804,FALSE
102,10.05607476635514,0.0034363167448479737,0.0010649517737947112,FALSE
102,10.059282371294852,0.0023130128193493225,0.0010642043455177403,FALSE
102,10.06006006006006,6.428785222293765e-4,0.0010640241866396096,FALSE
