peak_rank,period_minutes,mean_power,power_smooth
1,165.64102564102564,0.08669024925717929,0.10815131475998413
2,91.99999999999999,0.08483939139604167,0.0895631893393438
3,21.25925925925926,0.004655314651266609,0.004688549706764866
4,21.21212121212121,0.0028128125406216118,0.004687882651344488
5,19.999999999999996,0.002637044282572103,0.0044496639252982655
6,10.588235294117645,4.583409599254342e-4,0.0012027438874282822
7,10.447761194029852,0.0011137892482907057,0.0011981199513641989
